Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,label
Fitzroy North,3,h,1502000.0,3.6,3.0,1.0,0.0,179.0,Northern Metropolitan
Box Hill,3,h,1715000.0,13.1,3.0,2.0,2.0,458.0,Eastern Metropolitan
Nunawading,3,u,806000.0,15.4,3.0,1.0,2.0,319.0,Eastern Metropolitan
Hughesdale,4,h,1337000.0,13.0,4.0,1.0,2.0,696.0,Southern Metropolitan
Moonee Ponds,1,u,286000.0,6.2,1.0,1.0,1.0,114.0,Western Metropolitan
Sunshine West,5,h,621000.0,13.5,5.0,2.0,2.0,596.0,Western Metropolitan
Hampton East,4,h,1125000.0,13.8,4.0,1.0,1.0,700.0,Southern Metropolitan
Newport,3,h,1100000.0,8.4,3.0,2.0,1.0,293.0,Western Metropolitan
Kew,2,u,802000.0,5.4,2.0,1.0,1.0,0.0,Southern Metropolitan
Coburg,3,t,687000.0,7.8,3.0,1.0,1.0,116.0,Northern Metropolitan
Footscray,2,t,575000.0,5.1,2.0,2.0,1.0,88.0,Western Metropolitan
Ormond,3,t,1060000.0,11.4,3.0,2.0,2.0,1606.0,Southern Metropolitan
Brighton East,3,h,1590000.0,10.3,3.0,2.0,3.0,594.0,Southern Metropolitan
Bentleigh,3,u,845000.0,13.0,3.0,1.0,2.0,242.0,Southern Metropolitan
Northcote,2,u,601000.0,5.5,2.0,1.0,1.0,0.0,Northern Metropolitan
Glen Iris,3,t,1333000.0,7.3,3.0,2.0,1.0,344.0,Southern Metropolitan
Reservoir,2,u,477000.0,11.2,2.0,1.0,2.0,115.0,Northern Metropolitan
Melton South,3,h,336000.0,29.8,3.0,1.0,1.0,580.0,Western Victoria
Elwood,1,u,470000.0,7.7,1.0,1.0,1.0,900.0,Southern Metropolitan
Kew,3,t,730000.0,5.6,3.0,2.0,2.0,0.0,Southern Metropolitan
Port Melbourne,3,h,2100000.0,3.8,3.0,2.0,1.0,170.0,Southern Metropolitan
Port Melbourne,2,h,1332000.0,3.8,2.0,1.0,2.0,288.0,Southern Metropolitan
Newport,3,t,770000.0,8.4,3.0,2.0,2.0,224.0,Western Metropolitan
Ivanhoe,3,u,910000.0,7.8,3.0,2.0,1.0,0.0,Eastern Metropolitan
Coburg,3,h,947000.0,7.8,3.0,1.0,1.0,372.0,Northern Metropolitan
Hadfield,2,h,330000.0,12.1,2.0,1.0,1.0,249.0,Northern Metropolitan
Broadmeadows,4,h,631000.0,14.0,4.0,2.0,2.0,696.0,Northern Metropolitan
Hampton,3,h,1610000.0,13.7,3.0,1.0,2.0,569.0,Southern Metropolitan
Coburg,3,h,1000000.0,7.8,3.0,2.0,3.0,370.0,Northern Metropolitan
Dandenong North,3,h,682000.0,24.7,3.0,1.0,5.0,556.0,South-Eastern Metropolitan
Northcote,3,h,1715000.0,5.5,3.0,1.0,1.0,407.0,Northern Metropolitan
Reservoir,2,t,350000.0,11.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Thornbury,3,h,1400000.0,6.5,2.0,2.0,1.0,417.0,Northern Metropolitan
Port Melbourne,2,u,1610000.0,3.8,2.0,2.0,2.0,0.0,Southern Metropolitan
Kensington,2,h,825000.0,4.2,2.0,1.0,1.0,211.0,Northern Metropolitan
Richmond,2,h,1210000.0,2.6,2.0,1.0,0.0,178.0,Northern Metropolitan
Preston,3,h,1330000.0,8.8,3.0,2.0,3.0,502.0,Northern Metropolitan
St Kilda,1,u,475000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Hampton,2,u,786000.0,13.7,2.0,1.0,1.0,162.0,Southern Metropolitan
Beaconsfield,3,u,537000.0,39.0,3.0,1.0,1.0,460.0,Eastern Victoria
Coburg,6,h,1900000.0,7.8,6.0,2.0,2.0,1060.0,Northern Metropolitan
Bentleigh,5,h,1500000.0,11.4,5.0,2.0,2.0,591.0,Southern Metropolitan
Fitzroy North,3,h,1400000.0,3.6,3.0,2.0,,9338.0,Northern Metropolitan
Surrey Hills,4,h,1250000.0,11.2,3.0,2.0,2.0,457.0,Southern Metropolitan
Balwyn North,3,h,2251000.0,9.2,3.0,1.0,2.0,888.0,Southern Metropolitan
Gowanbrae,3,h,900000.0,12.9,3.0,2.0,2.0,453.0,Western Metropolitan
South Melbourne,3,h,1825000.0,2.1,3.0,2.0,2.0,151.0,Southern Metropolitan
Albion,3,u,600000.0,10.5,3.0,2.0,2.0,247.0,Western Metropolitan
Surrey Hills,2,u,740000.0,10.2,2.0,1.0,2.0,193.0,Southern Metropolitan
Ashwood,3,h,761000.0,12.2,3.0,2.0,4.0,400.0,Southern Metropolitan
Ormond,4,h,1845000.0,11.8,4.0,3.0,1.0,718.0,Southern Metropolitan
Pascoe Vale,4,h,723000.0,9.9,4.0,1.0,2.0,485.0,Northern Metropolitan
Clifton Hill,3,h,1436000.0,3.6,3.0,2.0,,123.0,Northern Metropolitan
Croydon,4,h,1152000.0,23.0,4.0,2.0,2.0,1880.0,Eastern Metropolitan
Hoppers Crossing,4,h,540000.0,18.4,4.0,2.0,2.0,650.0,Western Metropolitan
Bentleigh East,3,h,1189000.0,13.9,4.0,2.0,2.0,337.0,Southern Metropolitan
Essendon,2,u,740000.0,8.0,2.0,1.0,1.0,250.0,Western Metropolitan
Williamstown,5,h,2040000.0,8.0,5.0,3.0,2.0,531.0,Western Metropolitan
Airport West,2,h,603000.0,13.5,2.0,1.0,1.0,272.0,Western Metropolitan
Abbotsford,2,h,941000.0,2.5,2.0,1.0,0.0,181.0,Northern Metropolitan
Glen Waverley,3,h,1311000.0,16.7,3.0,2.0,1.0,853.0,Eastern Metropolitan
Reservoir,3,h,585000.0,11.2,3.0,1.0,3.0,620.0,Northern Metropolitan
Ashburton,3,h,1775000.0,10.2,3.0,2.0,2.0,721.0,Southern Metropolitan
Glen Iris,4,h,1920000.0,9.2,4.0,2.0,2.0,706.0,Southern Metropolitan
Brighton East,2,u,563000.0,10.7,2.0,1.0,1.0,1233.0,Southern Metropolitan
Carlton North,2,t,765000.0,3.2,2.0,1.0,1.0,1031.0,Northern Metropolitan
Albert Park,2,h,2905000.0,3.0,2.0,1.0,1.0,254.0,Southern Metropolitan
Altona,3,h,900000.0,13.8,3.0,1.0,4.0,697.0,Western Metropolitan
Heidelberg Heights,2,h,665000.0,10.5,2.0,1.0,1.0,263.0,Eastern Metropolitan
Burwood East,4,h,1580000.0,14.7,4.0,2.0,2.0,724.0,Eastern Metropolitan
Bentleigh East,3,h,890000.0,13.8,3.0,2.0,1.0,260.0,Southern Metropolitan
Mooroolbark,3,h,780000.0,26.5,3.0,2.0,3.0,1469.0,Eastern Victoria
Ascot Vale,3,h,1500000.0,4.3,3.0,3.0,1.0,382.0,Western Metropolitan
Ascot Vale,6,h,1430000.0,5.9,4.0,2.0,1.0,461.0,Western Metropolitan
Malvern,1,u,405000.0,7.4,1.0,1.0,1.0,0.0,Southern Metropolitan
Watsonia North,3,h,705000.0,14.5,3.0,1.0,1.0,538.0,Northern Metropolitan
Bentleigh East,3,h,780000.0,13.9,3.0,2.0,2.0,421.0,Southern Metropolitan
Williamstown,4,h,1085000.0,8.0,3.0,1.0,2.0,458.0,Western Metropolitan
Toorak,1,u,462800.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Northcote,2,h,790000.0,5.5,2.0,1.0,1.0,136.0,Northern Metropolitan
Toorak,2,u,531000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Brunswick,2,h,542000.0,5.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Broadmeadows,3,h,586000.0,14.0,3.0,1.0,1.0,677.0,Northern Metropolitan
McKinnon,3,u,960000.0,11.4,3.0,2.0,3.0,220.0,Southern Metropolitan
Northcote,2,u,420000.0,5.5,2.0,1.0,1.0,1000.0,Northern Metropolitan
Malvern East,4,t,2560000.0,11.2,4.0,3.0,2.0,427.0,Southern Metropolitan
Hoppers Crossing,3,h,520000.0,18.4,3.0,2.0,2.0,530.0,Western Metropolitan
Reservoir,2,u,335000.0,11.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Reservoir,2,h,320000.0,12.0,2.0,1.0,1.0,89.0,Northern Metropolitan
St Kilda,2,u,575000.0,6.1,2.0,1.0,1.0,0.0,Southern Metropolitan
Burwood,3,h,1052000.0,10.4,3.0,1.0,0.0,801.0,Southern Metropolitan
Bentleigh East,4,h,1200000.0,13.9,4.0,2.0,2.0,619.0,Southern Metropolitan
Spotswood,4,h,1161000.0,7.7,4.0,2.0,5.0,742.0,Western Metropolitan
North Melbourne,3,h,1285000.0,1.8,3.0,1.0,1.0,170.0,Northern Metropolitan
Glenroy,4,h,825000.0,13.0,4.0,2.0,4.0,768.0,Northern Metropolitan
Gladstone Park,4,h,670000.0,12.9,4.0,2.0,2.0,729.0,Western Metropolitan
Craigieburn,4,h,592500.0,20.6,4.0,2.0,2.0,448.0,Northern Metropolitan
Spotswood,3,h,1035000.0,7.7,3.0,1.0,2.0,675.0,Western Metropolitan
West Footscray,4,h,955000.0,6.4,4.0,1.0,3.0,459.0,Western Metropolitan
Pascoe Vale,3,u,585000.0,9.9,3.0,1.0,1.0,180.0,Northern Metropolitan
Pascoe Vale,3,h,522500.0,9.9,3.0,1.0,1.0,192.0,Northern Metropolitan
Greensborough,5,h,1000000.0,16.1,5.0,2.0,2.0,900.0,Northern Metropolitan
Reservoir,3,h,1025000.0,11.2,3.0,1.0,4.0,670.0,Northern Metropolitan
Fitzroy,1,t,580000.0,2.1,1.0,1.0,1.0,782.0,Northern Metropolitan
Mernda,3,h,430000.0,25.9,3.0,2.0,2.0,180.0,Northern Metropolitan
South Yarra,2,u,1240000.0,3.3,2.0,2.0,2.0,0.0,Southern Metropolitan
St Kilda,2,u,701000.0,5.0,2.0,1.0,0.0,0.0,Southern Metropolitan
Balaclava,2,u,540000.0,6.6,2.0,1.0,1.0,483.0,Southern Metropolitan
Delahey,3,h,550000.0,18.0,3.0,2.0,2.0,668.0,Western Metropolitan
Pascoe Vale,3,t,600000.0,9.9,3.0,3.0,1.0,205.0,Northern Metropolitan
Yarraville,3,h,770000.0,7.0,3.0,1.0,2.0,323.0,Western Metropolitan
Brighton,2,u,1100000.0,11.2,2.0,1.0,2.0,0.0,Southern Metropolitan
Glen Iris,3,t,1160000.0,7.3,3.0,2.0,2.0,203.0,Southern Metropolitan
Brighton,2,u,1002500.0,11.2,2.0,1.0,1.0,118.0,Southern Metropolitan
Reservoir,3,h,1005000.0,11.2,3.0,2.0,4.0,466.0,Northern Metropolitan
Warrandyte,3,h,826000.0,21.1,3.0,2.0,0.0,830.0,Eastern Metropolitan
Port Melbourne,2,u,625000.0,3.8,2.0,2.0,1.0,2166.0,Southern Metropolitan
South Yarra,3,u,1630000.0,3.3,3.0,1.0,1.0,0.0,Southern Metropolitan
Ringwood,4,h,1725000.0,19.9,4.0,2.0,2.0,1016.0,Eastern Metropolitan
Brunswick West,3,h,1160000.0,5.2,3.0,1.0,2.0,575.0,Northern Metropolitan
Brunswick,4,h,1820000.0,5.2,4.0,2.0,2.0,317.0,Northern Metropolitan
Vermont South,4,h,1650000.0,17.2,4.0,2.0,2.0,1250.0,Eastern Metropolitan
Moorabbin,3,h,1321000.0,14.6,3.0,1.0,2.0,688.0,Southern Metropolitan
Thornbury,3,h,1430000.0,6.5,3.0,2.0,2.0,365.0,Northern Metropolitan
Ashburton,3,h,1320000.0,11.0,3.0,1.0,2.0,1063.0,Southern Metropolitan
Wantirna South,3,u,570000.0,14.7,3.0,1.0,1.0,190.0,Eastern Metropolitan
Blackburn,4,h,1660000.0,13.4,4.0,2.0,2.0,697.0,Eastern Metropolitan
Williamstown,2,u,412000.0,8.0,2.0,1.0,1.0,0.0,Western Metropolitan
Richmond,3,u,945000.0,2.6,3.0,2.0,1.0,0.0,Northern Metropolitan
Heidelberg Heights,5,h,1587500.0,10.5,4.0,5.0,2.0,599.0,Eastern Metropolitan
Glen Iris,3,h,1360000.0,9.2,3.0,2.0,1.0,704.0,Southern Metropolitan
Preston,2,u,485000.0,8.8,2.0,1.0,1.0,117.0,Northern Metropolitan
Fitzroy North,2,h,1325000.0,3.5,2.0,1.0,0.0,160.0,Northern Metropolitan
Albion,2,h,765000.0,13.9,2.0,1.0,2.0,672.0,Western Metropolitan
Montmorency,3,h,700000.0,16.2,3.0,1.0,3.0,615.0,Eastern Metropolitan
Surrey Hills,2,u,823000.0,11.2,2.0,1.0,2.0,165.0,Southern Metropolitan
Yarraville,3,h,1460000.0,7.0,3.0,1.0,2.0,463.0,Western Metropolitan
Caulfield North,1,u,305000.0,8.1,1.0,1.0,1.0,750.0,Southern Metropolitan
South Yarra,1,u,523000.0,3.3,1.0,1.0,0.0,0.0,Southern Metropolitan
Hoppers Crossing,3,h,492000.0,18.4,3.0,1.0,1.0,581.0,Western Metropolitan
Black Rock,4,h,1730000.0,17.3,4.0,2.0,2.0,675.0,Southern Metropolitan
Coburg North,3,t,631000.0,9.2,3.0,1.0,1.0,178.0,Northern Metropolitan
Maidstone,3,h,673000.0,9.2,3.0,1.0,2.0,285.0,Western Metropolitan
Brighton,5,h,2750000.0,11.2,4.0,3.0,1.0,509.0,Southern Metropolitan
Moorabbin,3,h,1175000.0,14.3,3.0,2.0,6.0,650.0,Southern Metropolitan
Abbotsford,3,h,1290000.0,2.5,3.0,2.0,2.0,147.0,Northern Metropolitan
Watsonia,3,h,1010000.0,14.5,3.0,1.0,2.0,700.0,Northern Metropolitan
Moonee Ponds,3,h,1850000.0,6.2,3.0,2.0,2.0,596.0,Western Metropolitan
Brighton,4,h,2910000.0,11.2,4.0,1.0,2.0,732.0,Southern Metropolitan
Fawkner,4,h,800000.0,13.1,4.0,3.0,2.0,308.0,Northern Metropolitan
Doncaster,4,h,1316000.0,13.9,4.0,2.0,2.0,716.0,Eastern Metropolitan
Thornbury,2,h,972000.0,6.5,2.0,1.0,0.0,229.0,Northern Metropolitan
St Kilda,2,u,365000.0,5.0,2.0,1.0,1.0,881.0,Southern Metropolitan
Coburg,2,t,807000.0,7.8,2.0,2.0,1.0,0.0,Northern Metropolitan
Kew,3,t,690000.0,5.6,3.0,1.0,2.0,111.0,Southern Metropolitan
Brooklyn,2,u,515000.0,6.4,2.0,1.0,2.0,159.0,Western Metropolitan
Burnley,3,h,1837500.0,2.4,3.0,2.0,1.0,93.0,Northern Metropolitan
Albert Park,2,h,2130000.0,3.3,2.0,1.0,1.0,236.0,Southern Metropolitan
Kensington,2,u,535000.0,3.4,2.0,2.0,1.0,0.0,Northern Metropolitan
Bayswater North,3,h,724000.0,23.2,3.0,2.0,2.0,482.0,Eastern Metropolitan
Kew,3,u,620000.0,5.6,3.0,1.0,1.0,0.0,Southern Metropolitan
Burwood East,4,h,1032000.0,14.7,4.0,2.0,2.0,599.0,Eastern Metropolitan
Wollert,4,h,730000.0,25.5,4.0,2.0,2.0,400.0,Northern Metropolitan
Carnegie,2,h,1350000.0,11.4,1.0,2.0,2.0,265.0,Southern Metropolitan
Craigieburn,4,h,523000.0,20.6,4.0,2.0,2.0,484.0,Northern Metropolitan
Dingley Village,2,u,595000.0,22.2,2.0,1.0,1.0,2256.0,South-Eastern Metropolitan
Thornbury,1,u,270000.0,6.5,1.0,1.0,1.0,0.0,Northern Metropolitan
Preston,3,h,980000.0,8.4,3.0,1.0,3.0,397.0,Northern Metropolitan
Bentleigh East,3,h,1311000.0,13.8,3.0,2.0,3.0,632.0,Southern Metropolitan
Ascot Vale,3,t,1050000.0,5.9,3.0,2.0,2.0,318.0,Western Metropolitan
Templestowe Lower,8,h,1150000.0,13.8,6.0,4.0,3.0,668.0,Eastern Metropolitan
Balwyn North,4,h,1712000.0,9.2,3.0,2.0,2.0,639.0,Southern Metropolitan
Hampton,4,t,1910000.0,13.7,4.0,2.0,2.0,351.0,Southern Metropolitan
Heidelberg,3,h,1271000.0,10.6,3.0,2.0,2.0,330.0,Eastern Metropolitan
Montmorency,3,t,820000.0,16.2,3.0,2.0,2.0,260.0,Eastern Metropolitan
Newport,2,u,582000.0,6.2,2.0,1.0,1.0,963.0,Western Metropolitan
Brighton,3,t,1067000.0,11.2,3.0,0.0,1.0,0.0,Southern Metropolitan
Keilor Park,3,u,455000.0,14.5,3.0,1.0,1.0,166.0,Western Metropolitan
Pascoe Vale,3,h,770000.0,9.9,3.0,1.0,0.0,464.0,Northern Metropolitan
Moonee Ponds,2,h,1302500.0,6.9,2.0,1.0,2.0,455.0,Western Metropolitan
Flemington,3,h,870000.0,4.4,3.0,2.0,0.0,167.0,Northern Metropolitan
Newport,3,h,1220000.0,8.4,3.0,2.0,0.0,311.0,Western Metropolitan
Box Hill,2,u,465000.0,13.1,2.0,2.0,1.0,0.0,Eastern Metropolitan
Noble Park,3,h,635000.0,22.7,3.0,1.0,4.0,585.0,South-Eastern Metropolitan
Preston,3,h,980000.0,8.8,3.0,2.0,1.0,479.0,Northern Metropolitan
Windsor,2,u,518000.0,5.1,2.0,1.0,1.0,0.0,Southern Metropolitan
Sunshine,3,h,910000.0,12.6,3.0,2.0,2.0,653.0,Western Metropolitan
Murrumbeena,3,h,820000.0,12.1,2.0,1.0,1.0,274.0,Southern Metropolitan
Craigieburn,4,h,565000.0,20.6,4.0,2.0,2.0,482.0,Northern Metropolitan
Thornbury,2,h,1110000.0,6.5,2.0,1.0,0.0,288.0,Northern Metropolitan
Sunshine North,3,h,502500.0,10.5,3.0,1.0,3.0,331.0,Western Metropolitan
Werribee,4,h,630000.0,14.7,4.0,2.0,2.0,720.0,Western Metropolitan
Thornbury,3,h,1290000.0,6.5,3.0,1.0,2.0,435.0,Northern Metropolitan
Bulleen,3,h,980000.0,11.8,3.0,1.0,1.0,701.0,Eastern Metropolitan
Surrey Hills,2,u,562500.0,11.2,2.0,1.0,0.0,0.0,Southern Metropolitan
Hawthorn East,2,u,435000.0,7.5,2.0,1.0,1.0,1536.0,Southern Metropolitan
Windsor,2,u,650000.0,5.1,2.0,2.0,1.0,0.0,Southern Metropolitan
Essendon,3,u,820000.0,8.0,3.0,1.0,1.0,0.0,Western Metropolitan
Carnegie,2,t,707000.0,11.4,2.0,1.0,1.0,144.0,Southern Metropolitan
Coburg,4,h,1005000.0,7.8,4.0,2.0,1.0,172.0,Northern Metropolitan
Ivanhoe,3,h,950000.0,7.8,3.0,1.0,2.0,360.0,Eastern Metropolitan
Chadstone,2,h,510000.0,11.7,2.0,1.0,2.0,897.0,Southern Metropolitan
Carnegie,3,u,1151000.0,10.1,3.0,2.0,1.0,259.0,Southern Metropolitan
Eltham North,4,h,925000.0,18.0,4.0,2.0,2.0,796.0,Eastern Metropolitan
Essendon,2,h,1130000.0,8.0,2.0,1.0,1.0,646.0,Western Metropolitan
Doncaster,3,h,1362000.0,13.9,3.0,1.0,2.0,798.0,Eastern Metropolitan
Maribyrnong,2,t,408000.0,8.7,2.0,1.0,1.0,85.0,Western Metropolitan
Newport,3,h,655800.0,8.4,2.0,2.0,1.0,178.0,Western Metropolitan
Seddon,3,h,900000.0,5.1,3.0,1.0,0.0,194.0,Western Metropolitan
Thornbury,3,h,1250000.0,6.5,3.0,2.0,3.0,297.0,Northern Metropolitan
East Melbourne,2,u,810000.0,1.5,2.0,1.0,1.0,944.0,Northern Metropolitan
Hawthorn East,1,u,320000.0,7.5,1.0,1.0,1.0,0.0,Southern Metropolitan
Brunswick,2,u,592500.0,5.2,2.0,1.0,2.0,0.0,Northern Metropolitan
Reservoir,3,h,620000.0,11.2,3.0,1.0,2.0,762.0,Northern Metropolitan
Oakleigh South,3,h,1067000.0,14.7,3.0,1.0,2.0,648.0,South-Eastern Metropolitan
Glen Iris,2,u,762000.0,7.3,2.0,1.0,1.0,730.0,Southern Metropolitan
Camberwell,2,h,950000.0,7.8,2.0,1.0,2.0,230.0,Southern Metropolitan
Camberwell,3,t,1515000.0,7.8,3.0,2.0,2.0,318.0,Southern Metropolitan
Doncaster,4,t,1090000.0,13.9,4.0,3.0,2.0,242.0,Eastern Metropolitan
South Morang,4,h,612000.0,20.5,4.0,2.0,2.0,617.0,Northern Metropolitan
Hampton,3,t,820000.0,13.7,3.0,2.0,2.0,0.0,Southern Metropolitan
St Kilda,3,h,1000000.0,5.0,3.0,1.0,1.0,198.0,Southern Metropolitan
Glen Iris,1,u,452000.0,9.2,1.0,1.0,1.0,63.0,Southern Metropolitan
Hampton,2,u,878000.0,13.8,2.0,1.0,1.0,128.0,Southern Metropolitan
Heidelberg Heights,2,u,450000.0,10.5,2.0,1.0,1.0,0.0,Eastern Metropolitan
Doncaster,3,h,1391000.0,13.9,3.0,1.0,1.0,764.0,Eastern Metropolitan
Camberwell,2,u,820000.0,7.8,2.0,1.0,1.0,166.0,Southern Metropolitan
Sunshine West,3,h,593000.0,13.5,3.0,1.0,1.0,534.0,Western Metropolitan
Bellfield,3,h,780000.0,8.8,3.0,1.0,2.0,680.0,Eastern Metropolitan
Malvern,2,h,1611000.0,7.4,2.0,1.0,2.0,277.0,Southern Metropolitan
Prahran,4,h,2668000.0,4.6,4.0,2.0,2.0,383.0,Southern Metropolitan
Essendon,3,h,1266000.0,8.0,2.0,1.0,2.0,635.0,Western Metropolitan
Preston,3,h,888500.0,8.8,3.0,1.0,2.0,497.0,Northern Metropolitan
Maribyrnong,5,h,990000.0,8.7,5.0,2.0,2.0,433.0,Western Metropolitan
Kilsyth,3,h,811000.0,26.0,3.0,1.0,3.0,992.0,Eastern Metropolitan
Essendon,5,h,1811000.0,8.0,5.0,3.0,2.0,657.0,Western Metropolitan
Viewbank,3,h,905000.0,8.9,3.0,2.0,2.0,331.0,Eastern Metropolitan
Camberwell,8,h,2200000.0,7.7,8.0,8.0,4.0,650.0,Southern Metropolitan
Glen Iris,3,t,1253000.0,9.2,3.0,2.0,2.0,0.0,Southern Metropolitan
Richmond,2,u,575000.0,2.4,2.0,1.0,1.0,407.0,Northern Metropolitan
Altona Meadows,3,h,590000.0,15.5,3.0,1.0,2.0,459.0,Western Metropolitan
Campbellfield,3,h,368000.0,14.5,3.0,1.0,2.0,600.0,Northern Metropolitan
Ascot Vale,3,h,1041000.0,5.9,3.0,2.0,2.0,209.0,Western Metropolitan
Fitzroy North,2,h,990000.0,3.5,2.0,1.0,0.0,145.0,Northern Metropolitan
Kensington,2,h,1110000.0,4.2,2.0,1.0,0.0,155.0,Northern Metropolitan
South Yarra,2,h,1100000.0,3.3,2.0,1.0,0.0,176.0,Southern Metropolitan
Port Melbourne,3,h,1764000.0,3.5,3.0,2.0,,131.0,Southern Metropolitan
Sunshine,3,h,692000.0,12.6,3.0,1.0,1.0,485.0,Western Metropolitan
Kew,3,h,1300000.0,5.4,3.0,1.0,2.0,257.0,Southern Metropolitan
Glenroy,3,h,501000.0,13.0,3.0,1.0,1.0,348.0,Northern Metropolitan
Heidelberg West,3,h,1375000.0,9.4,3.0,1.0,1.0,368.0,Eastern Metropolitan
Hawthorn East,2,u,595000.0,6.2,2.0,1.0,1.0,0.0,Southern Metropolitan
Thornbury,3,h,1190000.0,6.5,3.0,1.0,0.0,0.0,Northern Metropolitan
Bentleigh East,2,h,689000.0,13.9,2.0,1.0,1.0,169.0,Southern Metropolitan
Doncaster,4,h,1260000.0,12.4,4.0,3.0,3.0,730.0,Eastern Metropolitan
Brunswick West,2,h,900000.0,5.9,2.0,1.0,1.0,410.0,Northern Metropolitan
Prahran,2,u,698000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Albert Park,3,h,1532000.0,3.3,3.0,3.0,1.0,0.0,Southern Metropolitan
Port Melbourne,2,u,725000.0,3.8,2.0,2.0,2.0,0.0,Southern Metropolitan
Elwood,2,u,635000.0,7.2,2.0,1.0,1.0,371.0,Southern Metropolitan
Broadmeadows,3,h,386000.0,14.0,3.0,1.0,1.0,341.0,Northern Metropolitan
Silvan,3,h,1085000.0,34.6,3.0,2.0,2.0,76000.0,Eastern Victoria
Brighton,3,h,2375000.0,11.2,3.0,2.0,2.0,470.0,Southern Metropolitan
Malvern East,4,h,1690000.0,11.2,4.0,2.0,2.0,334.0,Southern Metropolitan
Carlton,3,h,1600000.0,1.8,2.0,3.0,1.0,0.0,Northern Metropolitan
Doncaster East,3,h,1360000.0,14.3,3.0,2.0,2.0,402.0,Eastern Metropolitan
Burwood,4,h,900000.0,11.7,3.0,1.0,4.0,586.0,Southern Metropolitan
Avondale Heights,5,h,945000.0,9.5,5.0,2.0,1.0,570.0,Western Metropolitan
Eaglemont,4,h,1750000.0,10.3,4.0,2.0,2.0,707.0,Eastern Metropolitan
Port Melbourne,4,h,2625000.0,3.5,4.0,3.0,2.0,202.0,Southern Metropolitan
Elwood,3,t,1035000.0,7.2,3.0,2.0,2.0,0.0,Southern Metropolitan
Clifton Hill,2,h,1450000.0,3.4,2.0,1.0,0.0,156.0,Northern Metropolitan
Armadale,2,u,520000.0,6.3,1.0,1.0,1.0,0.0,Southern Metropolitan
South Yarra,2,u,680500.0,3.3,2.0,1.0,1.0,0.0,Southern Metropolitan
Balwyn,3,h,1860000.0,9.7,3.0,1.0,4.0,671.0,Southern Metropolitan
Brighton East,3,h,1100000.0,10.7,3.0,1.0,1.0,420.0,Southern Metropolitan
Bentleigh East,4,h,1216000.0,13.8,4.0,1.0,2.0,583.0,Southern Metropolitan
Mordialloc,4,h,1440000.0,21.5,4.0,2.0,2.0,695.0,South-Eastern Metropolitan
Ormond,1,u,311500.0,11.8,1.0,1.0,1.0,0.0,Southern Metropolitan
Reservoir,3,h,830000.0,11.2,1.0,1.0,1.0,509.0,Northern Metropolitan
Keysborough,4,h,1250000.0,25.2,4.0,2.0,2.0,560.0,South-Eastern Metropolitan
Footscray,1,u,291000.0,6.4,1.0,1.0,1.0,665.0,Western Metropolitan
Toorak,1,u,345000.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Maribyrnong,2,t,470000.0,8.7,2.0,2.0,1.0,0.0,Western Metropolitan
Reservoir,4,h,790000.0,11.2,4.0,2.0,2.0,1090.0,Northern Metropolitan
Footscray,2,h,747000.0,6.4,2.0,1.0,1.0,320.0,Western Metropolitan
Glen Iris,3,u,1162000.0,9.2,2.0,2.0,2.0,281.0,Southern Metropolitan
Dallas,3,h,408500.0,14.0,3.0,1.0,2.0,584.0,Northern Metropolitan
Greenvale,5,h,800000.0,20.4,5.0,3.0,2.0,544.0,Northern Metropolitan
Kew,2,t,942000.0,5.4,2.0,1.0,1.0,0.0,Southern Metropolitan
Yarraville,3,h,750000.0,7.0,3.0,2.0,1.0,390.0,Western Metropolitan
Hawthorn,1,u,348000.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Yarraville,3,h,931000.0,7.0,3.0,1.0,1.0,442.0,Western Metropolitan
Kensington,2,t,700000.0,4.2,2.0,1.0,3.0,62.0,Northern Metropolitan
South Melbourne,2,u,690000.0,2.1,2.0,2.0,2.0,0.0,Southern Metropolitan
Armadale,2,h,1726000.0,6.3,2.0,2.0,2.0,269.0,Southern Metropolitan
South Yarra,1,u,360000.0,3.3,1.0,1.0,1.0,0.0,Southern Metropolitan
Brunswick East,1,u,390500.0,4.0,1.0,1.0,1.0,0.0,Northern Metropolitan
Northcote,3,h,1760000.0,5.5,2.0,2.0,2.0,403.0,Northern Metropolitan
Templestowe Lower,3,h,742500.0,13.8,3.0,1.0,2.0,313.0,Eastern Metropolitan
Northcote,2,h,1118000.0,5.3,2.0,2.0,1.0,173.0,Northern Metropolitan
Maidstone,3,t,657000.0,9.2,3.0,2.0,2.0,159.0,Western Metropolitan
South Yarra,3,u,805000.0,2.7,3.0,1.0,1.0,0.0,Southern Metropolitan
Point Cook,4,h,698000.0,14.7,4.0,2.0,2.0,448.0,Western Metropolitan
Maribyrnong,2,u,566000.0,8.7,2.0,2.0,1.0,3014.0,Western Metropolitan
