Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
Werribee,3,h,372000.0,14.7,3.0,1.0,1.0,239.0
Prahran,2,u,570000.0,4.6,2.0,2.0,1.0,0.0
Glen Iris,4,h,2100000.0,9.2,4.0,2.0,2.0,645.0
Carlton North,3,h,1955000.0,3.2,3.0,2.0,1.0,163.0
Kew,5,h,2425000.0,5.6,5.0,2.0,2.0,534.0
Fawkner,4,h,540000.0,12.4,4.0,2.0,3.0,254.0
Sunshine North,3,h,710000.0,13.3,3.0,1.0,1.0,610.0
Balwyn North,3,h,1700000.0,9.2,3.0,2.0,3.0,763.0
Cheltenham,3,t,950000.0,17.9,3.0,3.0,2.0,160.0
Vermont,4,h,1260000.0,17.2,4.0,2.0,3.0,682.0
Balwyn North,3,t,1721000.0,9.7,3.0,2.0,2.0,301.0
Westmeadows,3,h,582000.0,16.5,3.0,2.0,2.0,256.0
Vermont South,4,h,1202000.0,17.2,4.0,2.0,2.0,650.0
North Melbourne,2,u,540000.0,2.3,2.0,1.0,1.0,0.0
Glen Iris,3,h,1500000.0,7.3,3.0,2.0,2.0,409.0
Essendon North,5,h,1360000.0,9.4,5.0,3.0,2.0,463.0
Jacana,3,h,495000.0,14.5,3.0,1.0,2.0,598.0
Glen Iris,3,h,1710000.0,9.2,3.0,1.0,3.0,557.0
Balwyn,4,h,2000000.0,9.7,3.0,1.0,2.0,739.0
Bentleigh East,4,h,900000.0,13.9,3.0,1.0,2.0,741.0
Reservoir,2,h,762000.0,12.0,2.0,1.0,1.0,556.0
Brunswick,2,h,1020000.0,5.2,2.0,1.0,1.0,279.0
Coburg,3,h,845000.0,7.8,3.0,1.0,1.0,221.0
Wheelers Hill,4,h,1184000.0,16.7,4.0,2.0,2.0,700.0
Elwood,3,t,940000.0,7.7,3.0,1.0,1.0,0.0
Hampton,2,u,800000.0,13.7,2.0,1.0,2.0,282.0
Pascoe Vale,3,h,755000.0,9.9,3.0,2.0,2.0,294.0
Reservoir,2,h,611000.0,11.2,2.0,1.0,2.0,379.0
Brighton,3,t,2517500.0,11.2,3.0,3.0,2.0,311.0
Newport,3,t,950000.0,6.2,3.0,2.0,2.0,211.0
Elwood,2,u,632000.0,7.7,2.0,1.0,1.0,0.0
Preston,3,h,1050000.0,8.8,3.0,2.0,1.0,453.0
Epping,2,h,452500.0,19.6,2.0,1.0,1.0,279.0
Carlton North,3,h,1717500.0,3.5,3.0,1.0,0.0,202.0
Croydon,5,h,865000.0,23.0,4.0,2.0,2.0,974.0
Essendon,3,h,1425000.0,8.0,3.0,2.0,2.0,684.0
Aberfeldie,1,u,380000.0,9.1,1.0,1.0,1.0,0.0
Northcote,2,u,665000.0,5.5,2.0,1.0,1.0,120.0
Mitcham,4,h,1200000.0,17.2,4.0,3.0,2.0,367.0
Essendon,4,h,1270000.0,8.0,3.0,2.0,2.0,411.0
Kew,3,t,1375000.0,5.4,3.0,3.0,3.0,325.0
Williamstown,2,t,830000.0,8.0,2.0,1.0,1.0,84.0
Hawthorn East,3,h,1575000.0,7.5,3.0,1.0,0.0,305.0
Lalor,2,u,444000.0,16.3,2.0,1.0,1.0,277.0
Glen Waverley,4,h,1155000.0,16.7,4.0,1.0,1.0,654.0
Fawkner,3,h,526000.0,12.4,3.0,1.0,1.0,404.0
Balwyn,3,h,1750000.0,9.7,3.0,2.0,3.0,613.0
Croydon,3,u,625500.0,23.0,3.0,1.0,2.0,397.0
Northcote,4,h,1310000.0,5.5,4.0,2.0,2.0,282.0
Hoppers Crossing,5,h,610000.0,18.4,5.0,2.0,2.0,650.0
Fitzroy,2,u,630000.0,1.6,2.0,1.0,1.0,0.0
Kurunjang,3,h,375000.0,31.7,3.0,2.0,1.0,637.0
Ascot Vale,3,h,1291000.0,5.9,3.0,1.0,2.0,414.0
Hampton East,3,u,957000.0,13.8,3.0,2.0,2.0,254.0
Cheltenham,3,h,910000.0,17.9,3.0,1.0,2.0,541.0
Keilor East,3,h,891000.0,12.8,3.0,3.0,1.0,292.0
Oak Park,3,h,892000.0,11.5,3.0,1.0,3.0,757.0
Black Rock,2,u,879000.0,17.3,2.0,1.0,1.0,0.0
Pascoe Vale,2,h,860000.0,8.5,2.0,1.0,4.0,609.0
Berwick,3,h,620000.0,35.2,3.0,1.0,2.0,792.0
Sandringham,2,u,760000.0,15.2,2.0,1.0,1.0,0.0
Preston,2,h,900000.0,8.8,2.0,1.0,1.0,529.0
Glenroy,2,u,320500.0,13.0,2.0,1.0,1.0,3056.0
Camberwell,3,h,1620000.0,7.8,3.0,2.0,2.0,575.0
St Kilda,3,h,1900000.0,6.1,3.0,2.0,2.0,289.0
Richmond,2,u,1226000.0,2.6,2.0,1.0,1.0,826.0
Avondale Heights,3,h,705000.0,10.5,3.0,1.0,1.0,581.0
Rosanna,2,h,1200000.0,11.4,2.0,1.0,1.0,757.0
Burwood,3,h,790000.0,11.7,3.0,1.0,2.0,318.0
Melbourne,3,u,750000.0,2.8,3.0,2.0,1.0,0.0
Bentleigh East,3,u,770000.0,13.9,3.0,2.0,1.0,281.0
Chelsea Heights,4,h,732000.0,27.0,4.0,2.0,2.0,536.0
Alphington,3,h,1492000.0,6.4,3.0,2.0,2.0,411.0
Blackburn South,3,h,1152000.0,13.4,3.0,1.0,3.0,584.0
Essendon,4,h,1113000.0,8.0,3.0,1.0,2.0,533.0
Coburg,4,h,1160000.0,7.8,4.0,2.0,5.0,371.0
Box Hill,4,h,1560000.0,13.1,3.0,2.0,3.0,729.0
Wantirna South,3,h,778000.0,14.7,3.0,2.0,2.0,306.0
Kensington,1,u,355000.0,4.2,1.0,1.0,1.0,2581.0
Clifton Hill,2,h,1650000.0,3.4,2.0,1.0,1.0,118.0
Fitzroy,3,h,1600000.0,1.6,3.0,2.0,1.0,261.0
Croydon,4,h,720000.0,23.0,4.0,2.0,3.0,879.0
Glen Waverley,4,h,1190000.0,16.7,4.0,2.0,2.0,653.0
Clifton Hill,3,h,1226000.0,3.4,3.0,2.0,0.0,0.0
Ringwood East,3,h,710000.0,21.3,3.0,1.0,2.0,314.0
Carnegie,3,h,1716000.0,11.4,2.0,2.0,1.0,817.0
Pascoe Vale,5,h,950000.0,9.9,5.0,2.0,2.0,705.0
Sunshine,4,h,670000.0,12.6,4.0,1.0,1.0,603.0
Epping,4,h,545000.0,19.6,4.0,2.0,2.0,635.0
Reservoir,3,h,510000.0,11.2,3.0,1.0,2.0,543.0
Williamstown,4,h,1400000.0,8.0,4.0,2.0,1.0,320.0
Altona,2,u,425000.0,13.8,2.0,1.0,2.0,115.0
Cheltenham,3,h,877000.0,17.9,3.0,1.0,2.0,533.0
Seabrook,3,h,515000.0,15.5,3.0,1.0,2.0,531.0
St Kilda,2,u,565000.0,6.1,2.0,2.0,1.0,0.0
Carnegie,1,u,340000.0,11.4,1.0,1.0,1.0,0.0
Yarraville,4,h,1142000.0,6.3,4.0,3.0,2.0,234.0
Sunshine West,3,h,500000.0,13.5,3.0,1.0,1.0,541.0
Eaglemont,2,h,2850000.0,10.3,2.0,1.0,1.0,1777.0
Camberwell,2,u,700000.0,7.8,2.0,1.0,1.0,631.0
Northcote,2,u,570000.0,5.5,2.0,1.0,1.0,0.0
Richmond,3,h,3000000.0,2.6,3.0,2.0,7.0,230.0
Albion,2,u,463000.0,13.9,3.0,1.0,1.0,199.0
Preston,3,h,972500.0,8.4,3.0,1.0,1.0,448.0
Southbank,3,u,740000.0,1.2,3.0,2.0,1.0,0.0
Werribee,4,h,645000.0,14.7,4.0,2.0,2.0,702.0
Surrey Hills,4,h,3100000.0,10.2,4.0,2.0,3.0,832.0
Kew,1,u,520000.0,5.4,1.0,1.0,1.0,0.0
Hampton,4,t,2000000.0,13.8,4.0,3.0,2.0,360.0
Ivanhoe,3,h,1475000.0,7.8,3.0,1.0,2.0,424.0
Richmond,2,u,620000.0,2.6,2.0,2.0,1.0,650.0
West Melbourne,2,u,620000.0,1.9,2.0,1.0,1.0,0.0
Brunswick,3,u,627000.0,5.2,3.0,2.0,2.0,0.0
Burwood,2,u,605000.0,11.7,2.0,1.0,1.0,81.0
Camberwell,4,h,2090000.0,7.8,4.0,2.0,2.0,650.0
Brunswick East,2,h,975000.0,4.0,2.0,1.0,1.0,159.0
Thornbury,3,h,1200000.0,6.5,3.0,2.0,1.0,345.0
Bulleen,3,h,1200000.0,10.8,3.0,1.0,3.0,557.0
Bayswater North,3,h,616000.0,23.2,3.0,2.0,0.0,586.0
Kew,4,h,1950000.0,5.6,3.0,2.0,2.0,400.0
Mitcham,4,h,1302000.0,17.2,4.0,1.0,1.0,842.0
Maidstone,3,h,798000.0,6.4,3.0,2.0,2.0,159.0
Carnegie,2,h,890000.0,11.4,2.0,1.0,1.0,282.0
South Melbourne,3,h,1250000.0,2.1,3.0,2.0,0.0,224.0
Thornbury,3,h,1100000.0,6.5,3.0,2.0,1.0,359.0
Bentleigh East,3,u,800000.0,13.9,3.0,2.0,2.0,252.0
Narre Warren,4,h,792500.0,34.1,4.0,2.0,2.0,846.0
Port Melbourne,2,u,720000.0,3.8,2.0,2.0,1.0,0.0
Camberwell,3,h,1987000.0,7.8,3.0,2.0,2.0,706.0
Toorak,3,h,4200000.0,4.6,4.0,4.0,2.0,565.0
Fawkner,4,h,821000.0,13.1,4.0,1.0,1.0,687.0
Ormond,1,u,327000.0,11.4,1.0,1.0,1.0,0.0
Reservoir,3,h,928000.0,11.2,3.0,1.0,1.0,696.0
Gladstone Park,3,h,680000.0,12.9,3.0,1.0,2.0,300.0
Richmond,3,h,1150000.0,2.6,3.0,1.0,0.0,176.0
Moonee Ponds,4,h,1445000.0,6.9,3.0,3.0,2.0,384.0
Altona North,3,h,700000.0,11.1,3.0,1.0,3.0,554.0
Hillside,4,h,580000.0,18.0,4.0,2.0,2.0,600.0
Richmond,2,u,635000.0,2.6,2.0,2.0,1.0,2740.0
Flemington,3,h,1315000.0,4.4,2.0,1.0,1.0,313.0
Coburg,2,h,550000.0,7.8,2.0,1.0,1.0,0.0
Moorabbin,4,h,1289000.0,14.3,4.0,2.0,1.0,532.0
Moonee Ponds,5,h,2405000.0,6.9,5.0,2.0,1.0,0.0
Glen Iris,3,h,2800000.0,9.2,3.0,1.0,2.0,762.0
Essendon West,3,h,1390000.0,7.5,3.0,1.0,2.0,793.0
Flemington,2,h,1100000.0,4.4,2.0,1.0,1.0,186.0
Parkdale,4,h,2475000.0,21.5,4.0,3.0,3.0,665.0
Balaclava,4,h,1819000.0,6.6,3.0,2.0,1.0,244.0
Windsor,2,u,690000.0,5.1,2.0,1.0,1.0,0.0
Doncaster East,3,h,1381000.0,14.3,3.0,2.0,1.0,646.0
Caulfield South,3,h,1170000.0,9.3,3.0,1.0,1.0,359.0
Preston,2,h,630000.0,8.8,2.0,1.0,1.0,319.0
Thornbury,4,h,1428888.0,6.5,4.0,2.0,1.0,470.0
Highett,3,h,1430000.0,16.0,3.0,1.0,0.0,703.0
Brunswick,3,h,985000.0,5.2,3.0,1.0,2.0,384.0
Hadfield,3,h,716000.0,12.1,3.0,1.0,2.0,594.0
Greensborough,3,h,866000.0,16.1,3.0,2.0,2.0,743.0
Doveton,3,h,508000.0,28.8,3.0,1.0,2.0,680.0
Brighton,3,h,1865000.0,11.2,3.0,2.0,2.0,295.0
Thornbury,2,u,486000.0,6.5,2.0,1.0,1.0,0.0
Brunswick,3,h,1691500.0,5.2,3.0,2.0,3.0,470.0
Elwood,2,u,640000.0,7.7,2.0,1.0,1.0,626.0
Kew,1,u,468000.0,5.6,1.0,1.0,1.0,0.0
Watsonia,3,h,645000.0,14.9,3.0,1.0,1.0,355.0
Seddon,3,h,881000.0,6.6,2.0,1.0,2.0,217.0
Toorak,1,u,577000.0,4.1,1.0,1.0,1.0,0.0
Avondale Heights,3,h,850000.0,10.5,3.0,1.0,1.0,593.0
Rosanna,3,h,1012000.0,11.4,3.0,2.0,1.0,323.0
Coburg,3,h,825000.0,7.8,2.0,1.0,1.0,374.0
Melbourne,2,u,535000.0,2.8,2.0,1.0,1.0,0.0
Pascoe Vale,3,h,585000.0,9.9,3.0,1.0,1.0,0.0
Hawthorn,2,u,665000.0,4.6,2.0,1.0,3.0,0.0
Northcote,2,h,875000.0,5.5,2.0,1.0,1.0,0.0
Elwood,2,u,730000.0,7.7,2.0,1.0,1.0,0.0
Moonee Ponds,4,h,1400000.0,6.9,3.0,2.0,2.0,595.0
St Albans,3,h,549500.0,14.0,3.0,1.0,,546.0
South Melbourne,2,u,612000.0,2.1,2.0,1.0,1.0,0.0
Bentleigh East,3,h,1208000.0,13.9,3.0,1.0,1.0,747.0
Elsternwick,3,u,900000.0,7.2,3.0,2.0,2.0,0.0
Preston,3,h,1150000.0,8.8,3.0,1.0,2.0,566.0
Bentleigh East,3,t,760000.0,13.9,3.0,1.0,2.0,287.0
Pascoe Vale,3,h,1160000.0,8.5,3.0,2.0,2.0,480.0
Bentleigh,2,u,380000.0,11.4,2.0,1.0,1.0,1.0
Brunswick,3,h,990000.0,5.2,3.0,2.0,1.0,194.0
Bentleigh East,2,h,1180000.0,13.9,2.0,1.0,1.0,687.0
Watsonia,2,t,485000.0,14.9,2.0,1.0,1.0,184.0
Epping,4,h,652000.0,19.6,4.0,1.0,5.0,548.0
Sunshine North,3,h,725000.0,13.3,3.0,1.0,1.0,668.0
Reservoir,3,h,700000.0,12.0,3.0,2.0,1.0,301.0
Richmond,3,h,1301000.0,2.4,3.0,1.0,1.0,163.0
Brunswick,3,h,1510000.0,5.2,3.0,1.0,0.0,325.0
West Melbourne,3,u,995000.0,1.9,3.0,1.0,1.0,0.0
Ivanhoe,2,u,460000.0,7.9,2.0,0.0,0.0,0.0
Balwyn North,4,h,1593000.0,9.7,4.0,3.0,2.0,598.0
Doncaster,4,h,2600000.0,12.4,4.0,4.0,2.0,1072.0
Brunswick East,1,u,320000.0,4.0,1.0,1.0,1.0,682.0
Toorak,1,u,350000.0,4.1,2.0,1.0,1.0,0.0
Mount Waverley,4,t,1250800.0,14.2,4.0,2.0,2.0,243.0
Hawthorn East,2,u,490000.0,7.5,2.0,1.0,1.0,0.0
Coburg,2,u,650000.0,7.8,2.0,1.0,1.0,136.0
Chadstone,2,h,705000.0,13.6,2.0,1.0,1.0,842.0
Greensborough,3,h,842000.0,16.1,3.0,2.0,2.0,873.0
Greenvale,5,h,650000.0,20.4,5.0,2.0,2.0,512.0
Bentleigh East,2,h,1410000.0,13.9,2.0,1.0,2.0,768.0
West Footscray,3,h,910000.0,8.2,3.0,1.0,1.0,412.0
Bentleigh East,3,h,930000.0,13.9,3.0,2.0,2.0,258.0
Hawthorn East,4,h,2200000.0,7.5,4.0,2.0,1.0,588.0
Glenroy,3,h,610000.0,13.0,3.0,1.0,3.0,640.0
St Kilda,1,u,370500.0,6.1,1.0,1.0,1.0,0.0
Keilor Downs,3,h,810000.0,15.5,3.0,2.0,2.0,766.0
Williamstown,3,h,1470000.0,6.8,3.0,1.0,1.0,508.0
Strathmore,3,h,1000000.0,9.7,3.0,1.0,2.0,697.0
Airport West,2,u,480000.0,13.5,2.0,1.0,1.0,128.0
Cheltenham,4,h,1500000.0,17.9,4.0,2.0,3.0,724.0
Footscray,1,u,85000.0,6.4,1.0,1.0,0.0,0.0
Doncaster,5,h,1510000.0,13.9,4.0,2.0,2.0,659.0
Yarraville,3,h,1100000.0,7.0,3.0,2.0,0.0,214.0
Maribyrnong,2,u,330000.0,8.7,2.0,1.0,1.0,0.0
West Footscray,3,h,870000.0,6.4,3.0,1.0,2.0,417.0
Reservoir,2,u,468000.0,12.0,2.0,1.0,1.0,0.0
Northcote,1,u,280000.0,5.5,1.0,1.0,1.0,0.0
Coburg,3,h,967000.0,7.8,3.0,1.0,1.0,169.0
Brunswick,3,t,705000.0,5.2,2.0,1.0,1.0,55.0
Greensborough,4,h,887500.0,16.1,4.0,2.0,2.0,737.0
Fitzroy North,2,u,700000.0,3.5,2.0,2.0,1.0,4332.0
Fawkner,3,h,665000.0,12.4,3.0,1.0,1.0,726.0
Preston,3,h,905000.0,8.4,3.0,1.0,1.0,473.0
Taylors Hill,3,h,530000.0,18.0,3.0,2.0,1.0,343.0
Hawthorn East,2,h,1140000.0,7.5,2.0,1.0,0.0,230.0
Toorak,2,u,1450000.0,4.6,2.0,2.0,2.0,0.0
Mulgrave,4,h,1100000.0,18.8,4.0,2.0,2.0,748.0
Williamstown,2,u,543000.0,8.0,2.0,1.0,1.0,0.0
Beaumaris,4,h,2200000.0,17.3,4.0,3.0,2.0,704.0
Moonee Ponds,2,h,945000.0,6.9,2.0,1.0,0.0,225.0
Sunshine North,2,u,429000.0,10.5,2.0,1.0,1.0,150.0
Heidelberg West,2,h,686000.0,9.4,2.0,1.0,2.0,650.0
Reservoir,3,h,655000.0,11.2,2.0,1.0,1.0,644.0
South Melbourne,1,h,407500.0,1.9,1.0,1.0,1.0,0.0
Fitzroy,2,u,692000.0,1.6,2.0,1.0,1.0,0.0
Kew,3,h,1565000.0,5.6,3.0,1.0,1.0,535.0
Langwarrin,3,h,565500.0,41.0,3.0,2.0,2.0,361.0
Thornbury,3,h,1250000.0,7.0,3.0,1.0,2.0,695.0
Doncaster,3,h,1190000.0,13.9,3.0,1.0,1.0,658.0
Reservoir,2,u,405000.0,11.2,2.0,1.0,1.0,121.0
New Gisborne,5,h,1355000.0,48.1,5.0,3.0,5.0,44500.0
Carnegie,3,t,808000.0,11.4,3.0,1.0,1.0,111.0
Yarraville,3,h,670000.0,7.0,3.0,1.0,1.0,477.0
Bulleen,3,u,787000.0,11.8,3.0,1.0,2.0,306.0
Toorak,1,u,550000.0,4.1,1.0,1.0,1.0,0.0
Wheelers Hill,4,h,1272000.0,16.7,4.0,2.0,2.0,733.0
Greenvale,5,h,830000.0,20.4,5.0,4.0,5.0,602.0
Templestowe Lower,4,h,945000.0,13.8,4.0,2.0,2.0,675.0
Carrum,3,h,881000.0,31.2,3.0,1.0,2.0,538.0
Coburg,3,t,590000.0,7.8,3.0,2.0,2.0,0.0
Abbotsford,1,u,441000.0,2.5,1.0,1.0,1.0,0.0
Essendon North,2,u,450000.0,9.4,2.0,1.0,1.0,88.0
Northcote,2,u,418000.0,5.5,2.0,1.0,1.0,1882.0
Fairfield,2,u,730000.0,5.8,2.0,1.0,1.0,116.0
Croydon,4,h,860000.0,23.0,4.0,3.0,2.0,907.0
Carlton,3,h,1662000.0,1.8,3.0,1.0,0.0,118.0
Kew,4,h,2265000.0,5.6,4.0,1.0,1.0,650.0
Moonee Ponds,4,h,1515000.0,6.9,4.0,2.0,3.0,574.0
Reservoir,4,h,1162000.0,11.2,4.0,3.0,4.0,695.0
Middle Park,3,h,2350000.0,4.1,3.0,1.0,2.0,277.0
Nunawading,2,u,710000.0,15.4,2.0,1.0,1.0,903.0
Flemington,2,u,350000.0,4.4,2.0,1.0,1.0,0.0
Essendon,3,h,1630000.0,8.0,3.0,2.0,2.0,563.0
Mont Albert,2,u,750000.0,11.8,2.0,2.0,2.0,0.0
Sunbury,3,h,605000.0,31.7,3.0,2.0,2.0,755.0
Carnegie,2,u,772000.0,11.4,2.0,1.0,2.0,0.0
Reservoir,1,u,216000.0,11.2,2.0,1.0,1.0,0.0
Ascot Vale,2,h,1150000.0,5.9,2.0,1.0,1.0,387.0
Essendon,3,u,700000.0,8.0,3.0,1.0,1.0,227.0
Yarraville,3,h,1081000.0,7.0,3.0,1.0,1.0,448.0
Brighton,4,h,3295888.0,11.2,4.0,3.0,2.0,565.0
Prahran,1,u,325000.0,4.5,1.0,1.0,1.0,0.0
Caulfield South,2,h,1115000.0,9.3,2.0,1.0,1.0,402.0
Glen Iris,4,h,2825000.0,7.3,4.0,2.0,2.0,728.0
Sunbury,3,h,500000.0,31.7,3.0,1.0,3.0,678.0
Northcote,3,h,1010000.0,5.5,3.0,1.0,1.0,178.0
North Melbourne,2,u,630000.0,2.3,2.0,1.0,1.0,0.0
Preston,3,h,1200000.0,8.8,3.0,1.0,1.0,847.0
Sandringham,2,u,643500.0,15.2,2.0,1.0,1.0,0.0
Yarraville,5,h,1137500.0,7.0,2.0,3.0,4.0,446.0
Fitzroy North,3,h,1300000.0,3.5,3.0,2.0,0.0,127.0
Balwyn North,2,h,1080000.0,9.2,2.0,1.0,1.0,253.0
Balaclava,3,h,1475000.0,6.4,3.0,2.0,1.0,147.0
Kew East,3,h,1975000.0,7.3,3.0,2.0,4.0,677.0
Keilor East,3,h,825000.0,12.8,3.0,2.0,1.0,630.0
Pascoe Vale,2,u,452000.0,9.9,2.0,1.0,1.0,159.0
Williamstown,2,u,880000.0,6.8,2.0,1.0,2.0,169.0
Flemington,2,u,476000.0,4.4,2.0,1.0,1.0,0.0
Moorabbin,2,h,776000.0,14.6,2.0,1.0,1.0,209.0
Spotswood,4,h,1170000.0,7.7,4.0,2.0,2.0,489.0
Templestowe Lower,5,h,1705000.0,12.4,5.0,4.0,2.0,968.0
Oakleigh South,4,h,1390000.0,15.5,4.0,2.0,2.0,558.0
Ashwood,3,h,1060000.0,12.2,2.0,1.0,2.0,772.0
Avondale Heights,3,h,642000.0,10.5,3.0,1.0,1.0,590.0
Canterbury,2,u,913000.0,9.0,2.0,1.0,1.0,0.0
Preston,3,h,485000.0,8.8,3.0,1.0,1.0,244.0
Seddon,3,h,1145000.0,6.6,3.0,1.0,1.0,350.0
Doncaster,3,h,1152500.0,13.9,3.0,2.0,2.0,648.0
Middle Park,2,h,1690000.0,4.1,2.0,1.0,1.0,145.0
Surrey Hills,2,u,610000.0,11.2,2.0,1.0,1.0,102.0
Altona North,2,t,421000.0,11.1,2.0,1.0,1.0,77.0
Kensington,4,h,1675000.0,4.2,4.0,2.0,2.0,279.0
Fairfield,4,h,1730000.0,5.8,4.0,2.0,2.0,490.0
Coburg,4,h,1500000.0,7.8,4.0,2.0,1.0,453.0
Epping,4,h,565000.0,19.6,4.0,2.0,2.0,548.0
Ashburton,5,h,3510000.0,11.0,5.0,5.0,2.0,755.0
Brunswick East,2,u,390000.0,4.5,2.0,1.0,1.0,0.0
Carnegie,3,h,1435000.0,10.1,3.0,2.0,2.0,430.0
Carnegie,4,h,1667000.0,11.4,4.0,2.0,2.0,615.0
Templestowe Lower,4,h,1288000.0,12.4,4.0,2.0,2.0,948.0
Thornbury,1,u,370000.0,6.5,1.0,1.0,1.0,0.0
Mill Park,4,h,900000.0,17.9,4.0,2.0,2.0,609.0
Hawthorn,2,h,2920000.0,4.6,2.0,1.0,3.0,791.0
Carnegie,2,u,603000.0,11.4,2.0,1.0,1.0,2.0
Hampton,3,h,1420000.0,13.7,3.0,2.0,2.0,277.0
Carlton North,3,h,1300000.0,3.2,4.0,1.0,0.0,223.0
Clayton,3,h,1300000.0,16.7,3.0,1.0,2.0,725.0
Glen Iris,4,h,1825000.0,9.2,3.0,3.0,2.0,366.0
Thornbury,4,h,1400000.0,7.0,4.0,2.0,0.0,364.0
Surrey Hills,3,h,1700000.0,11.2,3.0,1.0,1.0,763.0
Hawthorn,1,u,275000.0,4.6,1.0,1.0,0.0,479.0
Glen Waverley,5,h,1480000.0,16.7,5.0,2.0,2.0,718.0
Brunswick East,3,t,899000.0,4.5,3.0,2.0,1.0,116.0
Ascot Vale,4,h,890000.0,5.9,4.0,1.0,1.0,300.0
Essendon,4,h,1610000.0,8.0,4.0,2.0,2.0,601.0
Pascoe Vale,2,h,601500.0,9.9,2.0,1.0,1.0,253.0
Bentleigh,2,t,620000.0,13.0,2.0,2.0,1.0,0.0
Richmond,3,h,1345000.0,2.6,3.0,1.0,1.0,209.0
Brighton East,4,h,1850000.0,10.7,4.0,2.0,2.0,617.0
Sunshine North,3,h,790000.0,13.3,3.0,1.0,2.0,568.0
Coburg,3,t,590000.0,7.8,3.0,2.0,2.0,0.0
Moorabbin,3,h,1110000.0,14.6,3.0,1.0,4.0,690.0
Heidelberg,2,t,705000.0,10.6,2.0,1.0,1.0,182.0
Yarraville,3,h,1300000.0,6.3,3.0,2.0,2.0,277.0
Thornbury,3,h,1275000.0,6.5,3.0,1.0,2.0,517.0
Jacana,3,h,550000.0,14.0,3.0,1.0,2.0,704.0
Middle Park,2,h,1020000.0,4.1,2.0,1.0,1.0,107.0
Canterbury,2,u,850000.0,8.4,2.0,1.0,1.0,116.0
Burwood,3,h,1460000.0,11.7,3.0,1.0,2.0,742.0
Glen Iris,4,h,2077000.0,9.2,4.0,2.0,3.0,553.0
Mount Waverley,5,h,2248000.0,14.2,5.0,5.0,2.0,729.0
Yarraville,2,h,780000.0,6.3,2.0,1.0,1.0,178.0
Bundoora,4,h,1253000.0,12.1,4.0,2.0,2.0,760.0
Sunshine,3,h,830500.0,10.5,3.0,1.0,2.0,508.0
Brunswick West,3,h,1200000.0,5.2,3.0,1.0,1.0,473.0
Bentleigh East,4,h,1675000.0,13.8,4.0,2.0,2.0,400.0
Doncaster East,3,h,1120000.0,14.3,3.0,1.0,1.0,725.0
Newport,3,h,1025000.0,8.4,3.0,2.0,2.0,301.0
Malvern East,4,h,2960000.0,11.2,5.0,2.0,4.0,798.0
Toorak,3,u,640000.0,4.1,3.0,1.0,1.0,0.0
Williamstown North,2,u,400000.0,8.9,2.0,1.0,1.0,0.0
Balwyn,6,h,2100000.0,7.9,6.0,3.0,2.0,845.0
Prahran,3,h,1358000.0,4.5,2.0,1.0,1.0,189.0
Kew East,6,h,1300000.0,7.5,6.0,3.0,2.0,730.0
Clifton Hill,3,u,1030000.0,3.6,3.0,2.0,2.0,538.0
Keilor East,3,h,825000.0,12.8,3.0,3.0,1.0,318.0
Balwyn North,4,h,2575000.0,9.2,4.0,3.0,2.0,657.0
Fairfield,3,h,1350000.0,5.8,3.0,1.0,4.0,553.0
Thornbury,3,h,1200000.0,6.5,3.0,2.0,2.0,349.0
Hampton,4,t,1500000.0,13.7,4.0,1.0,1.0,692.0
Port Melbourne,2,h,1515000.0,3.5,2.0,2.0,,197.0
Hadfield,2,h,610000.0,12.1,2.0,1.0,1.0,394.0
Elsternwick,2,h,895000.0,8.5,2.0,1.0,1.0,147.0
Kew,4,h,2150000.0,5.6,4.0,4.0,2.0,543.0
Albert Park,1,h,985000.0,3.3,1.0,1.0,0.0,81.0
Glenroy,4,h,651000.0,11.2,4.0,1.0,2.0,587.0
Footscray,2,h,957000.0,5.1,2.0,1.0,0.0,148.0
Malvern,4,h,2775000.0,5.9,4.0,2.0,2.0,510.0
Balwyn North,3,h,1830000.0,9.2,3.0,2.0,2.0,493.0
Avondale Heights,3,h,680000.0,10.5,3.0,1.0,2.0,570.0
Ringwood,2,u,655000.0,19.9,2.0,1.0,1.0,306.0
Glen Huntly,2,t,636500.0,10.4,2.0,1.0,1.0,0.0
St Kilda,1,u,450000.0,6.1,1.0,1.0,1.0,0.0
Notting Hill,3,h,1075000.0,16.7,3.0,1.0,3.0,530.0
Heidelberg West,2,h,735000.0,9.4,2.0,1.0,3.0,602.0
Sunshine,4,u,660000.0,10.5,4.0,2.0,2.0,283.0
Elsternwick,4,h,1400000.0,8.5,4.0,1.0,1.0,489.0
Glen Iris,2,u,523000.0,7.3,2.0,1.0,1.0,0.0
Brunswick,1,u,315000.0,5.2,1.0,1.0,1.0,0.0
Footscray,1,u,240000.0,5.1,1.0,1.0,1.0,1015.0
Carnegie,3,h,1287000.0,11.4,3.0,1.0,1.0,620.0
Ascot Vale,2,h,760000.0,5.9,2.0,1.0,1.0,124.0
Ringwood East,4,h,1200000.0,21.3,4.0,1.0,1.0,833.0
Lalor,4,h,766000.0,16.3,4.0,2.0,5.0,541.0
Altona North,3,h,710000.0,11.1,3.0,1.0,3.0,540.0
Hadfield,3,h,1102000.0,12.1,3.0,1.0,2.0,1020.0
Oakleigh South,4,h,651000.0,14.7,4.0,2.0,2.0,214.0
