Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,label
Brighton East,5,h,1650000.0,10.3,5.0,2.0,5.0,773.0,Southern Metropolitan
Abbotsford,3,h,1290000.0,2.5,3.0,2.0,2.0,147.0,Northern Metropolitan
Malvern,4,h,2775000.0,5.9,4.0,2.0,2.0,510.0,Southern Metropolitan
Kingsville,3,h,1100000.0,6.4,3.0,2.0,0.0,275.0,Western Metropolitan
Ringwood,4,h,1725000.0,19.9,4.0,2.0,2.0,1016.0,Eastern Metropolitan
Clayton,3,u,810000.0,16.7,3.0,1.0,2.0,340.0,South-Eastern Metropolitan
Fairfield,4,h,1160000.0,5.8,4.0,2.0,1.0,381.0,Northern Metropolitan
Burwood,3,h,1160000.0,11.7,3.0,1.0,1.0,786.0,Southern Metropolitan
Healesville,3,h,650000.0,45.2,3.0,2.0,4.0,724.0,Northern Victoria
Bentleigh,3,h,1286000.0,13.0,3.0,1.0,2.0,614.0,Southern Metropolitan
Chadstone,4,h,1415500.0,13.6,3.0,2.0,1.0,1033.0,Southern Metropolitan
Reservoir,3,h,682000.0,11.2,3.0,1.0,1.0,750.0,Northern Metropolitan
Bentleigh East,3,h,890000.0,13.8,3.0,2.0,1.0,260.0,Southern Metropolitan
Bentleigh,4,h,1895000.0,11.4,4.0,2.0,2.0,557.0,Southern Metropolitan
Malvern East,3,u,980000.0,11.2,3.0,1.0,2.0,317.0,Southern Metropolitan
St Kilda,3,h,1678000.0,6.1,3.0,2.0,2.0,361.0,Southern Metropolitan
Brighton,4,t,2250000.0,11.2,4.0,2.0,2.0,230.0,Southern Metropolitan
Seaford,4,h,795000.0,35.4,4.0,2.0,2.0,631.0,South-Eastern Metropolitan
Clifton Hill,3,h,1652500.0,3.4,3.0,1.0,0.0,276.0,Northern Metropolitan
Balwyn North,2,u,735000.0,9.2,2.0,1.0,1.0,1075.0,Southern Metropolitan
Langwarrin,2,u,400000.0,41.0,2.0,1.0,1.0,196.0,Eastern Victoria
Surrey Hills,2,u,760000.0,11.2,2.0,1.0,1.0,681.0,Southern Metropolitan
Mount Waverley,2,u,670000.0,14.2,2.0,1.0,1.0,296.0,Eastern Metropolitan
Reservoir,3,h,585000.0,11.2,3.0,1.0,3.0,620.0,Northern Metropolitan
Heidelberg,3,t,808000.0,10.6,3.0,2.0,2.0,255.0,Eastern Metropolitan
Balwyn North,3,h,1750000.0,9.2,2.0,1.0,2.0,854.0,Southern Metropolitan
Thomastown,3,h,630000.0,15.3,3.0,1.0,3.0,654.0,Northern Metropolitan
Carnegie,4,t,1250000.0,10.1,4.0,3.0,2.0,326.0,Southern Metropolitan
Epping,3,h,500000.0,19.6,3.0,2.0,2.0,553.0,Northern Metropolitan
Oak Park,3,h,900000.0,11.5,3.0,1.0,1.0,705.0,Northern Metropolitan
Essendon,3,h,1625000.0,8.0,3.0,2.0,1.0,858.0,Western Metropolitan
Flemington,4,h,2268000.0,3.4,4.0,2.0,2.0,616.0,Northern Metropolitan
Carrum Downs,3,h,615000.0,34.9,3.0,2.0,2.0,804.0,South-Eastern Metropolitan
Malvern East,2,h,1036000.0,11.2,2.0,1.0,1.0,310.0,Southern Metropolitan
Doncaster,2,u,492500.0,13.9,2.0,1.0,1.0,65.0,Eastern Metropolitan
Bentleigh East,4,h,1433500.0,13.9,4.0,1.0,1.0,725.0,Southern Metropolitan
Hampton,2,u,898000.0,13.7,2.0,1.0,1.0,266.0,Southern Metropolitan
